account_id,district_id,frequency,date,Account_type,Mod_date,Card_assigned
3947,76,POPLATEK MESICNE,960123,Savings account,2020-01-23,Silver
2416,5,POPLATEK MESICNE,960123,Savings account,2020-01-23,Silver
4981,54,POPLATEK MESICNE,960122,Savings account,2020-01-22,Silver
771,22,POPLATEK MESICNE,960122,NRI account,2020-01-22,Silver
3832,45,POPLATEK MESICNE,960122,Savings account,2020-01-22,Silver
1508,69,POPLATEK MESICNE,960122,Savings account,2020-01-22,Silver
3784,25,POPLATEK MESICNE,960122,Savings account,2020-01-22,Silver
412,74,POPLATEK MESICNE,960121,NRI account,2020-01-21,Silver
2863,14,POPLATEK MESICNE,960121,Salary account,2020-01-21,Silver
2274,66,POPLATEK MESICNE,960121,Salary account,2020-01-21,Silver
2522,36,POPLATEK MESICNE,960121,Savings account,2020-01-21,Silver
3755,64,POPLATEK MESICNE,960120,NRI account,2020-01-20,Silver
1298,7,POPLATEK MESICNE,960120,Salary account,2020-01-20,Silver
1139,34,POPLATEK PO OBRATU,960120,NRI account,2020-01-20,Gold
660,68,POPLATEK MESICNE,960120,NRI account,2020-01-20,Silver
335,74,POPLATEK MESICNE,960120,Salary account,2020-01-20,Silver
3727,66,POPLATEK MESICNE,960119,NRI account,2020-01-19,Silver
2844,43,POPLATEK MESICNE,960119,Salary account,2020-01-19,Silver
10297,14,POPLATEK MESICNE,960119,Savings account,2020-01-19,Silver
3373,27,POPLATEK MESICNE,960118,NRI account,2020-01-18,Silver
1036,11,POPLATEK MESICNE,960118,Savings account,2020-01-18,Silver
9051,5,POPLATEK TYDNE,960117,Savings account,2020-01-17,Diamond
4253,43,POPLATEK MESICNE,960116,Salary account,2020-01-16,Silver
1196,29,POPLATEK MESICNE,960116,NRI account,2020-01-16,Silver
3442,4,POPLATEK MESICNE,960116,Savings account,2020-01-16,Silver
1486,63,POPLATEK MESICNE,960115,NRI account,2020-01-15,Silver
1093,54,POPLATEK MESICNE,960114,Salary account,2020-01-14,Silver
1632,18,POPLATEK TYDNE,960113,Savings account,2020-01-13,Diamond
2143,1,POPLATEK MESICNE,960113,Savings account,2020-01-13,Silver
1227,69,POPLATEK MESICNE,960113,NRI account,2020-01-13,Silver
204,67,POPLATEK MESICNE,960113,NRI account,2020-01-13,Silver
332,36,POPLATEK MESICNE,960112,Salary account,2020-01-12,Silver
69,64,POPLATEK MESICNE,960112,NRI account,2020-01-12,Silver
3673,30,POPLATEK MESICNE,960112,NRI account,2020-01-12,Silver
5267,4,POPLATEK MESICNE,960112,Salary account,2020-01-12,Silver
3170,1,POPLATEK MESICNE,960112,NRI account,2020-01-12,Silver
3661,50,POPLATEK MESICNE,960111,Salary account,2020-01-11,Silver
2686,26,POPLATEK MESICNE,960111,Savings account,2020-01-11,Silver
2944,22,POPLATEK MESICNE,960111,NRI account,2020-01-11,Silver
4994,1,POPLATEK TYDNE,960111,Savings account,2020-01-11,Diamond
3949,54,POPLATEK MESICNE,960111,NRI account,2020-01-11,Silver
3937,76,POPLATEK MESICNE,960110,Savings account,2020-01-10,Silver
1591,65,POPLATEK MESICNE,960110,Salary account,2020-01-10,Silver
658,4,POPLATEK MESICNE,960110,Savings account,2020-01-10,Silver
3638,52,POPLATEK PO OBRATU,960110,NRI account,2020-01-10,Gold
2605,21,POPLATEK MESICNE,960110,Savings account,2020-01-10,Silver
1483,10,POPLATEK MESICNE,960109,Salary account,2020-01-09,Silver
1263,30,POPLATEK TYDNE,960109,Savings account,2020-01-09,Diamond
3966,42,POPLATEK MESICNE,960109,Salary account,2020-01-09,Silver
954,74,POPLATEK MESICNE,960108,NRI account,2020-01-08,Silver
9633,70,POPLATEK MESICNE,960108,Salary account,2020-01-08,Silver
2716,66,POPLATEK MESICNE,960108,Savings account,2020-01-08,Silver
1580,69,POPLATEK MESICNE,960108,Salary account,2020-01-08,Silver
2567,17,POPLATEK MESICNE,960107,Salary account,2020-01-07,Silver
2153,31,POPLATEK TYDNE,960107,Savings account,2020-01-07,Diamond
1243,1,POPLATEK MESICNE,960107,Savings account,2020-01-07,Silver
3238,47,POPLATEK MESICNE,960107,Savings account,2020-01-07,Silver
646,51,POPLATEK MESICNE,960106,Savings account,2020-01-06,Silver
2548,57,POPLATEK MESICNE,960106,NRI account,2020-01-06,Silver
7828,36,POPLATEK MESICNE,960105,Salary account,2020-01-05,Silver
9024,1,POPLATEK MESICNE,960105,Savings account,2020-01-05,Silver
1711,63,POPLATEK MESICNE,960105,NRI account,2020-01-05,Silver
2223,44,POPLATEK MESICNE,960105,Salary account,2020-01-05,Silver
1455,66,POPLATEK MESICNE,960103,Salary account,2020-01-03,Silver
1311,60,POPLATEK MESICNE,960103,NRI account,2020-01-03,Silver
6678,54,POPLATEK MESICNE,960103,Salary account,2020-01-03,Silver
145,31,POPLATEK MESICNE,960103,Savings account,2020-01-03,Silver
312,41,POPLATEK MESICNE,960103,Salary account,2020-01-03,Silver
2233,43,POPLATEK MESICNE,960103,Salary account,2020-01-03,Silver
3530,34,POPLATEK MESICNE,960103,Savings account,2020-01-03,Silver
3278,4,POPLATEK MESICNE,960102,NRI account,2020-01-02,Silver
2811,4,POPLATEK MESICNE,960102,Savings account,2020-01-02,Silver
1670,12,POPLATEK MESICNE,960102,Salary account,2020-01-02,Silver
275,29,POPLATEK MESICNE,960102,Salary account,2020-01-02,Silver
3968,36,POPLATEK MESICNE,960101,NRI account,2020-01-01,Silver
2159,1,POPLATEK MESICNE,960101,Salary account,2020-01-01,Silver
849,1,POPLATEK MESICNE,960101,Savings account,2020-01-01,Silver
2288,69,POPLATEK MESICNE,960101,NRI account,2020-01-01,Silver
3051,9,POPLATEK MESICNE,960101,NRI account,2020-01-01,Silver
946,21,POPLATEK MESICNE,960101,Savings account,2020-01-01,Silver
2075,33,POPLATEK MESICNE,960101,Savings account,2020-01-01,Silver
8931,63,POPLATEK TYDNE,960101,NRI account,2020-01-01,Diamond
9225,11,POPLATEK MESICNE,960101,NRI account,2020-01-01,Silver
3559,18,POPLATEK MESICNE,951230,Salary account,2019-12-30,Silver
2780,63,POPLATEK MESICNE,951229,NRI account,2019-12-29,Silver
3273,74,POPLATEK MESICNE,951229,Salary account,2019-12-29,Silver
4462,73,POPLATEK TYDNE,951227,NRI account,2019-12-27,Diamond
3814,74,POPLATEK MESICNE,951227,Savings account,2019-12-27,Silver
84,44,POPLATEK PO OBRATU,951225,Salary account,2019-12-25,Gold
4439,30,POPLATEK MESICNE,951225,Savings account,2019-12-25,Silver
3587,64,POPLATEK MESICNE,951224,Savings account,2019-12-24,Silver
4269,26,POPLATEK MESICNE,951224,NRI account,2019-12-24,Silver
3338,25,POPLATEK MESICNE,951224,Savings account,2019-12-24,Silver
3655,1,POPLATEK MESICNE,951224,Salary account,2019-12-24,Silver
957,70,POPLATEK MESICNE,951222,NRI account,2019-12-22,Silver
1682,49,POPLATEK MESICNE,951222,Salary account,2019-12-22,Silver
2630,64,POPLATEK MESICNE,951221,Salary account,2019-12-21,Silver
3092,46,POPLATEK MESICNE,951220,NRI account,2019-12-20,Silver
5661,53,POPLATEK MESICNE,951220,Savings account,2019-12-20,Silver
809,36,POPLATEK MESICNE,951220,NRI account,2019-12-20,Silver
522,17,POPLATEK MESICNE,951220,NRI account,2019-12-20,Silver
2095,56,POPLATEK MESICNE,951219,NRI account,2019-12-19,Silver
1137,60,POPLATEK MESICNE,951219,Salary account,2019-12-19,Silver
2570,1,POPLATEK MESICNE,951219,Savings account,2019-12-19,Silver
1212,70,POPLATEK MESICNE,951218,NRI account,2019-12-18,Silver
8039,9,POPLATEK MESICNE,951217,NRI account,2019-12-17,Silver
3205,1,POPLATEK MESICNE,951217,Savings account,2019-12-17,Silver
5477,57,POPLATEK MESICNE,951217,NRI account,2019-12-17,Silver
3476,3,POPLATEK MESICNE,951216,Savings account,2019-12-16,Silver
5001,53,POPLATEK MESICNE,951215,NRI account,2019-12-15,Silver
1469,67,POPLATEK MESICNE,951215,NRI account,2019-12-15,Silver
791,49,POPLATEK MESICNE,951214,Salary account,2019-12-14,Silver
3858,2,POPLATEK MESICNE,951214,NRI account,2019-12-14,Silver
2237,26,POPLATEK MESICNE,951213,Savings account,2019-12-13,Silver
1917,73,POPLATEK MESICNE,951213,NRI account,2019-12-13,Silver
1685,28,POPLATEK MESICNE,951213,NRI account,2019-12-13,Silver
924,11,POPLATEK MESICNE,951209,Savings account,2019-12-09,Silver
3305,13,POPLATEK MESICNE,951209,Salary account,2019-12-09,Silver
2692,28,POPLATEK MESICNE,951208,NRI account,2019-12-08,Silver
6927,74,POPLATEK TYDNE,951208,Savings account,2019-12-08,Diamond
2374,1,POPLATEK MESICNE,951207,Salary account,2019-12-07,Silver
1104,39,POPLATEK MESICNE,951207,Savings account,2019-12-07,Silver
474,61,POPLATEK MESICNE,951206,Savings account,2019-12-06,Silver
633,57,POPLATEK MESICNE,951206,Salary account,2019-12-06,Silver
1825,3,POPLATEK MESICNE,951205,Salary account,2019-12-05,Silver
253,46,POPLATEK MESICNE,951205,Savings account,2019-12-05,Silver
2437,1,POPLATEK MESICNE,951204,Salary account,2019-12-04,Silver
2309,18,POPLATEK MESICNE,951203,Savings account,2019-12-03,Silver
2851,17,POPLATEK MESICNE,951202,Salary account,2019-12-02,Silver
2803,58,POPLATEK MESICNE,951201,Salary account,2019-12-01,Silver
1901,15,POPLATEK MESICNE,951201,Salary account,2019-12-01,Silver
3525,70,POPLATEK MESICNE,951201,Salary account,2019-12-01,Silver
3320,1,POPLATEK MESICNE,951201,Salary account,2019-12-01,Silver
452,63,POPLATEK MESICNE,951129,Savings account,2019-11-29,Silver
3783,40,POPLATEK MESICNE,951129,Savings account,2019-11-29,Silver
3189,29,POPLATEK MESICNE,951129,NRI account,2019-11-29,Silver
3689,8,POPLATEK MESICNE,951129,Salary account,2019-11-29,Silver
728,60,POPLATEK MESICNE,951128,Savings account,2019-11-28,Silver
3970,24,POPLATEK MESICNE,951128,NRI account,2019-11-28,Silver
8169,29,POPLATEK MESICNE,951128,Salary account,2019-11-28,Silver
3973,20,POPLATEK MESICNE,951127,NRI account,2019-11-27,Silver
2043,46,POPLATEK MESICNE,951127,NRI account,2019-11-27,Silver
2003,32,POPLATEK MESICNE,951127,NRI account,2019-11-27,Silver
557,1,POPLATEK MESICNE,951126,Savings account,2019-11-26,Silver
3490,48,POPLATEK MESICNE,951126,NRI account,2019-11-26,Silver
2015,68,POPLATEK MESICNE,951125,Salary account,2019-11-25,Silver
2341,33,POPLATEK MESICNE,951125,Salary account,2019-11-25,Silver
565,39,POPLATEK MESICNE,951125,NRI account,2019-11-25,Silver
337,17,POPLATEK MESICNE,951125,Salary account,2019-11-25,Silver
3780,44,POPLATEK MESICNE,951125,Salary account,2019-11-25,Silver
10411,39,POPLATEK PO OBRATU,951123,Savings account,2019-11-23,Gold
2783,43,POPLATEK MESICNE,951123,NRI account,2019-11-23,Silver
9017,70,POPLATEK MESICNE,951122,NRI account,2019-11-22,Silver
486,33,POPLATEK MESICNE,951121,NRI account,2019-11-21,Silver
1395,1,POPLATEK MESICNE,951121,Savings account,2019-11-21,Silver
1341,36,POPLATEK MESICNE,951121,NRI account,2019-11-21,Silver
1357,56,POPLATEK MESICNE,951120,NRI account,2019-11-20,Silver
3772,7,POPLATEK MESICNE,951120,Savings account,2019-11-20,Silver
3148,33,POPLATEK MESICNE,951119,Salary account,2019-11-19,Silver
933,21,POPLATEK MESICNE,951118,Salary account,2019-11-18,Silver
3229,64,POPLATEK MESICNE,951118,Savings account,2019-11-18,Silver
1700,64,POPLATEK MESICNE,951118,NRI account,2019-11-18,Silver
2836,42,POPLATEK MESICNE,951118,NRI account,2019-11-18,Silver
338,49,POPLATEK MESICNE,951118,Savings account,2019-11-18,Silver
3303,1,POPLATEK MESICNE,951117,NRI account,2019-11-17,Silver
2516,6,POPLATEK MESICNE,951116,Salary account,2019-11-16,Silver
3767,1,POPLATEK MESICNE,951115,NRI account,2019-11-15,Silver
348,25,POPLATEK MESICNE,951115,NRI account,2019-11-15,Silver
1867,52,POPLATEK MESICNE,951115,Savings account,2019-11-15,Silver
487,40,POPLATEK MESICNE,951114,Salary account,2019-11-14,Silver
3572,65,POPLATEK MESICNE,951112,NRI account,2019-11-12,Silver
1030,57,POPLATEK MESICNE,951112,Savings account,2019-11-12,Silver
968,74,POPLATEK MESICNE,951111,NRI account,2019-11-11,Silver
810,46,POPLATEK MESICNE,951111,Savings account,2019-11-11,Silver
1760,53,POPLATEK MESICNE,951111,Savings account,2019-11-11,Silver
2550,67,POPLATEK MESICNE,951111,NRI account,2019-11-11,Silver
1599,57,POPLATEK MESICNE,951110,NRI account,2019-11-10,Silver
11079,16,POPLATEK MESICNE,951110,Savings account,2019-11-10,Silver
1044,14,POPLATEK MESICNE,951109,Savings account,2019-11-09,Silver
1945,56,POPLATEK MESICNE,951109,Salary account,2019-11-09,Silver
9790,52,POPLATEK MESICNE,951109,NRI account,2019-11-09,Silver
9928,60,POPLATEK MESICNE,951109,NRI account,2019-11-09,Silver
2580,60,POPLATEK MESICNE,951109,NRI account,2019-11-09,Silver
2157,77,POPLATEK MESICNE,951108,Salary account,2019-11-08,Silver
2051,64,POPLATEK TYDNE,951108,NRI account,2019-11-08,Diamond
3061,76,POPLATEK MESICNE,951108,NRI account,2019-11-08,Silver
3111,60,POPLATEK MESICNE,951108,Savings account,2019-11-08,Silver
1691,48,POPLATEK MESICNE,951108,Savings account,2019-11-08,Silver
155,58,POPLATEK MESICNE,951107,Savings account,2019-11-07,Silver
3945,50,POPLATEK MESICNE,951107,NRI account,2019-11-07,Silver
3384,14,POPLATEK MESICNE,951105,Savings account,2019-11-05,Silver
257,11,POPLATEK MESICNE,951105,Salary account,2019-11-05,Silver
479,1,POPLATEK MESICNE,951105,Salary account,2019-11-05,Silver
3764,69,POPLATEK MESICNE,951105,Salary account,2019-11-05,Silver
820,74,POPLATEK MESICNE,951104,Salary account,2019-11-04,Silver
9353,59,POPLATEK MESICNE,951103,NRI account,2019-11-03,Silver
1403,17,POPLATEK MESICNE,951102,Savings account,2019-11-02,Silver
1629,10,POPLATEK MESICNE,951102,NRI account,2019-11-02,Silver
10710,19,POPLATEK MESICNE,951030,NRI account,2019-10-30,Silver
2871,52,POPLATEK MESICNE,951030,Savings account,2019-10-30,Silver
3080,57,POPLATEK MESICNE,951029,NRI account,2019-10-29,Silver
2621,55,POPLATEK MESICNE,951029,NRI account,2019-10-29,Silver
1238,1,POPLATEK MESICNE,951029,Salary account,2019-10-29,Silver
3637,53,POPLATEK MESICNE,951028,Salary account,2019-10-28,Silver
2481,1,POPLATEK MESICNE,951028,Savings account,2019-10-28,Silver
1426,40,POPLATEK MESICNE,951027,Savings account,2019-10-27,Silver
602,43,POPLATEK MESICNE,951027,Savings account,2019-10-27,Silver
1756,38,POPLATEK MESICNE,951026,Salary account,2019-10-26,Silver
2500,61,POPLATEK MESICNE,951026,Savings account,2019-10-26,Silver
2727,1,POPLATEK MESICNE,951025,Salary account,2019-10-25,Silver
10520,55,POPLATEK PO OBRATU,951024,Salary account,2019-10-24,Gold
2515,64,POPLATEK MESICNE,951024,Salary account,2019-10-24,Silver
10762,1,POPLATEK MESICNE,951023,Salary account,2019-10-23,Silver
3131,21,POPLATEK MESICNE,951023,NRI account,2019-10-23,Silver
2235,45,POPLATEK MESICNE,951022,Savings account,2019-10-22,Silver
2487,42,POPLATEK MESICNE,951022,Salary account,2019-10-22,Silver
1206,70,POPLATEK MESICNE,951021,Savings account,2019-10-21,Silver
501,13,POPLATEK MESICNE,951021,NRI account,2019-10-21,Silver
3200,17,POPLATEK PO OBRATU,951020,NRI account,2019-10-20,Gold
3646,63,POPLATEK TYDNE,951020,NRI account,2019-10-20,Diamond
1142,74,POPLATEK MESICNE,951019,Savings account,2019-10-19,Silver
762,76,POPLATEK MESICNE,951018,NRI account,2019-10-18,Silver
319,47,POPLATEK TYDNE,951017,NRI account,2019-10-17,Diamond
336,62,POPLATEK MESICNE,951016,Salary account,2019-10-16,Silver
308,61,POPLATEK MESICNE,951016,Salary account,2019-10-16,Silver
4650,4,POPLATEK MESICNE,951015,NRI account,2019-10-15,Silver
2255,52,POPLATEK MESICNE,951014,Salary account,2019-10-14,Silver
11362,67,POPLATEK MESICNE,951014,NRI account,2019-10-14,Silver
1796,18,POPLATEK MESICNE,951014,NRI account,2019-10-14,Silver
2834,70,POPLATEK MESICNE,951014,NRI account,2019-10-14,Silver
8114,59,POPLATEK MESICNE,951014,NRI account,2019-10-14,Silver
260,24,POPLATEK MESICNE,951014,Savings account,2019-10-14,Silver
1749,64,POPLATEK MESICNE,951014,NRI account,2019-10-14,Silver
2424,1,POPLATEK MESICNE,951013,Savings account,2019-10-13,Silver
917,56,POPLATEK MESICNE,951013,Salary account,2019-10-13,Silver
1581,39,POPLATEK MESICNE,951012,Savings account,2019-10-12,Silver
5063,43,POPLATEK MESICNE,951011,Salary account,2019-10-11,Silver
1257,66,POPLATEK MESICNE,951011,NRI account,2019-10-11,Silver
990,17,POPLATEK MESICNE,951011,NRI account,2019-10-11,Silver
2965,6,POPLATEK MESICNE,951010,Savings account,2019-10-10,Silver
2301,22,POPLATEK MESICNE,951010,NRI account,2019-10-10,Silver
2674,50,POPLATEK MESICNE,951010,Savings account,2019-10-10,Silver
11,76,POPLATEK MESICNE,951010,Salary account,2019-10-10,Silver
8533,47,POPLATEK MESICNE,951010,Salary account,2019-10-10,Silver
1089,74,POPLATEK MESICNE,951010,Savings account,2019-10-10,Silver
6400,31,POPLATEK PO OBRATU,951009,Salary account,2019-10-09,Gold
3486,64,POPLATEK MESICNE,951009,Salary account,2019-10-09,Silver
4473,45,POPLATEK MESICNE,951009,Salary account,2019-10-09,Silver
521,9,POPLATEK MESICNE,951008,Salary account,2019-10-08,Silver
3132,56,POPLATEK MESICNE,951008,Salary account,2019-10-08,Silver
3944,22,POPLATEK MESICNE,951008,Salary account,2019-10-08,Silver
1427,17,POPLATEK MESICNE,951008,Savings account,2019-10-08,Silver
1742,68,POPLATEK MESICNE,951008,NRI account,2019-10-08,Silver
1690,16,POPLATEK MESICNE,951007,Savings account,2019-10-07,Silver
1448,1,POPLATEK MESICNE,951007,NRI account,2019-10-07,Silver
3677,1,POPLATEK MESICNE,951004,Savings account,2019-10-04,Silver
2565,74,POPLATEK MESICNE,951004,Savings account,2019-10-04,Silver
4190,62,POPLATEK MESICNE,951004,NRI account,2019-10-04,Silver
3317,4,POPLATEK MESICNE,951004,Savings account,2019-10-04,Silver
2835,73,POPLATEK MESICNE,951003,Salary account,2019-10-03,Silver
331,65,POPLATEK MESICNE,951002,Savings account,2019-10-02,Silver
7487,4,POPLATEK MESICNE,951001,Savings account,2019-10-01,Silver
992,22,POPLATEK MESICNE,951001,Savings account,2019-10-01,Silver
4047,45,POPLATEK TYDNE,950929,Savings account,2019-09-29,Diamond
3417,48,POPLATEK MESICNE,950928,NRI account,2019-09-28,Silver
169,4,POPLATEK MESICNE,950928,NRI account,2019-09-28,Silver
80,43,POPLATEK MESICNE,950927,Salary account,2019-09-27,Silver
2731,1,POPLATEK MESICNE,950926,NRI account,2019-09-26,Silver
1704,70,POPLATEK MESICNE,950922,Savings account,2019-09-22,Silver
1660,1,POPLATEK MESICNE,950922,Savings account,2019-09-22,Silver
5429,71,POPLATEK MESICNE,950922,Savings account,2019-09-22,Silver
3440,22,POPLATEK MESICNE,950922,Salary account,2019-09-22,Silver
2148,1,POPLATEK MESICNE,950922,NRI account,2019-09-22,Silver
676,39,POPLATEK MESICNE,950922,NRI account,2019-09-22,Silver
2353,51,POPLATEK MESICNE,950921,Salary account,2019-09-21,Silver
1335,54,POPLATEK MESICNE,950921,Savings account,2019-09-21,Silver
2119,74,POPLATEK MESICNE,950921,Salary account,2019-09-21,Silver
8,57,POPLATEK MESICNE,950921,Savings account,2019-09-21,Silver
1376,64,POPLATEK MESICNE,950920,Savings account,2019-09-20,Silver
3770,23,POPLATEK MESICNE,950920,Savings account,2019-09-20,Silver
11271,5,POPLATEK MESICNE,950920,Salary account,2019-09-20,Silver
3758,38,POPLATEK MESICNE,950919,Salary account,2019-09-19,Silver
138,22,POPLATEK MESICNE,950919,NRI account,2019-09-19,Silver
9377,1,POPLATEK MESICNE,950917,Savings account,2019-09-17,Silver
3234,1,POPLATEK MESICNE,950916,Savings account,2019-09-16,Silver
1452,45,POPLATEK MESICNE,950916,Savings account,2019-09-16,Silver
994,72,POPLATEK MESICNE,950915,Savings account,2019-09-15,Silver
1674,1,POPLATEK MESICNE,950915,NRI account,2019-09-15,Silver
3368,24,POPLATEK MESICNE,950914,Salary account,2019-09-14,Silver
5125,1,POPLATEK MESICNE,950914,Salary account,2019-09-14,Silver
2358,7,POPLATEK MESICNE,950913,Savings account,2019-09-13,Silver
1613,1,POPLATEK MESICNE,950913,Savings account,2019-09-13,Silver
2866,43,POPLATEK MESICNE,950913,Salary account,2019-09-13,Silver
3010,46,POPLATEK MESICNE,950913,Salary account,2019-09-13,Silver
3628,70,POPLATEK MESICNE,950912,Savings account,2019-09-12,Silver
6463,16,POPLATEK MESICNE,950911,NRI account,2019-09-11,Silver
301,60,POPLATEK MESICNE,950910,Salary account,2019-09-10,Silver
372,55,POPLATEK MESICNE,950910,Savings account,2019-09-10,Silver
3492,33,POPLATEK MESICNE,950910,Savings account,2019-09-10,Silver
803,19,POPLATEK MESICNE,950909,Savings account,2019-09-09,Silver
2456,65,POPLATEK MESICNE,950909,Savings account,2019-09-09,Silver
619,1,POPLATEK TYDNE,950909,NRI account,2019-09-09,Diamond
1423,76,POPLATEK MESICNE,950908,Salary account,2019-09-08,Silver
2853,54,POPLATEK MESICNE,950908,NRI account,2019-09-08,Silver
7957,51,POPLATEK MESICNE,950907,NRI account,2019-09-07,Silver
1149,18,POPLATEK MESICNE,950907,NRI account,2019-09-07,Silver
219,28,POPLATEK MESICNE,950906,Salary account,2019-09-06,Silver
3552,62,POPLATEK MESICNE,950906,Salary account,2019-09-06,Silver
3866,60,POPLATEK MESICNE,950905,NRI account,2019-09-05,Silver
3914,33,POPLATEK MESICNE,950905,Salary account,2019-09-05,Silver
3807,53,POPLATEK MESICNE,950905,NRI account,2019-09-05,Silver
3925,1,POPLATEK MESICNE,950905,Salary account,2019-09-05,Silver
3855,33,POPLATEK MESICNE,950904,NRI account,2019-09-04,Silver
429,63,POPLATEK MESICNE,950903,NRI account,2019-09-03,Silver
3269,37,POPLATEK MESICNE,950903,Salary account,2019-09-03,Silver
1810,50,POPLATEK MESICNE,950903,Salary account,2019-09-03,Silver
665,8,POPLATEK MESICNE,950903,Salary account,2019-09-03,Silver
6872,15,POPLATEK MESICNE,950902,Salary account,2019-09-02,Silver
532,26,POPLATEK MESICNE,950902,Salary account,2019-09-02,Silver
674,49,POPLATEK MESICNE,950902,Savings account,2019-09-02,Silver
10365,22,POPLATEK MESICNE,950902,Salary account,2019-09-02,Silver
430,54,POPLATEK MESICNE,950902,Savings account,2019-09-02,Silver
1640,13,POPLATEK MESICNE,950901,NRI account,2019-09-01,Silver
2833,64,POPLATEK MESICNE,950830,Salary account,2019-08-30,Silver
3553,70,POPLATEK MESICNE,950830,Savings account,2019-08-30,Silver
9052,43,POPLATEK PO OBRATU,950830,Salary account,2019-08-30,Gold
3139,12,POPLATEK MESICNE,950830,Savings account,2019-08-30,Silver
1562,1,POPLATEK MESICNE,950830,Savings account,2019-08-30,Silver
1961,13,POPLATEK MESICNE,950830,NRI account,2019-08-30,Silver
353,24,POPLATEK MESICNE,950830,NRI account,2019-08-30,Silver
213,73,POPLATEK MESICNE,950829,NRI account,2019-08-29,Silver
32,5,POPLATEK MESICNE,950828,Savings account,2019-08-28,Silver
5066,13,POPLATEK TYDNE,950827,Savings account,2019-08-27,Diamond
2236,73,POPLATEK MESICNE,950827,Savings account,2019-08-27,Silver
3995,12,POPLATEK MESICNE,950827,NRI account,2019-08-27,Silver
894,46,POPLATEK MESICNE,950827,Savings account,2019-08-27,Silver
418,36,POPLATEK MESICNE,950827,NRI account,2019-08-27,Silver
3254,36,POPLATEK MESICNE,950827,Salary account,2019-08-27,Silver
3582,19,POPLATEK MESICNE,950826,NRI account,2019-08-26,Silver
420,75,POPLATEK MESICNE,950826,Salary account,2019-08-26,Silver
937,43,POPLATEK MESICNE,950826,Salary account,2019-08-26,Silver
4258,51,POPLATEK MESICNE,950826,NRI account,2019-08-26,Silver
3315,23,POPLATEK MESICNE,950824,Savings account,2019-08-24,Silver
3763,55,POPLATEK MESICNE,950823,NRI account,2019-08-23,Silver
995,64,POPLATEK MESICNE,950823,NRI account,2019-08-23,Silver
2858,56,POPLATEK MESICNE,950822,NRI account,2019-08-22,Silver
2855,27,POPLATEK MESICNE,950821,NRI account,2019-08-21,Silver
5024,70,POPLATEK MESICNE,950820,NRI account,2019-08-20,Silver
560,36,POPLATEK MESICNE,950820,Savings account,2019-08-20,Silver
11382,74,POPLATEK MESICNE,950820,NRI account,2019-08-20,Silver
6856,43,POPLATEK MESICNE,950819,Salary account,2019-08-19,Silver
11138,70,POPLATEK TYDNE,950818,Savings account,2019-08-18,Diamond
5213,1,POPLATEK MESICNE,950818,Salary account,2019-08-18,Silver
531,31,POPLATEK MESICNE,950818,Salary account,2019-08-18,Silver
2280,68,POPLATEK MESICNE,950817,Savings account,2019-08-17,Silver
3896,45,POPLATEK MESICNE,950817,NRI account,2019-08-17,Silver
3679,64,POPLATEK MESICNE,950815,NRI account,2019-08-15,Silver
2562,35,POPLATEK MESICNE,950815,Savings account,2019-08-15,Silver
3631,1,POPLATEK MESICNE,950813,NRI account,2019-08-13,Silver
2514,16,POPLATEK MESICNE,950813,NRI account,2019-08-13,Silver
75,1,POPLATEK MESICNE,950813,Salary account,2019-08-13,Silver
1122,13,POPLATEK MESICNE,950812,NRI account,2019-08-12,Silver
786,53,POPLATEK MESICNE,950812,Salary account,2019-08-12,Silver
3216,3,POPLATEK MESICNE,950811,Salary account,2019-08-11,Silver
2206,45,POPLATEK MESICNE,950810,NRI account,2019-08-10,Silver
1203,72,POPLATEK MESICNE,950809,Salary account,2019-08-09,Silver
2608,19,POPLATEK MESICNE,950809,Savings account,2019-08-09,Silver
3270,30,POPLATEK MESICNE,950808,NRI account,2019-08-08,Silver
1520,48,POPLATEK MESICNE,950808,Savings account,2019-08-08,Silver
4681,70,POPLATEK MESICNE,950808,NRI account,2019-08-08,Silver
3902,1,POPLATEK MESICNE,950808,Savings account,2019-08-08,Silver
8327,1,POPLATEK TYDNE,950808,Savings account,2019-08-08,Diamond
3203,23,POPLATEK MESICNE,950807,NRI account,2019-08-07,Silver
5118,72,POPLATEK MESICNE,950805,Salary account,2019-08-05,Silver
1971,41,POPLATEK MESICNE,950804,NRI account,2019-08-04,Silver
2830,20,POPLATEK MESICNE,950804,NRI account,2019-08-04,Silver
1927,42,POPLATEK MESICNE,950804,Savings account,2019-08-04,Silver
2265,65,POPLATEK MESICNE,950803,NRI account,2019-08-03,Silver
675,58,POPLATEK MESICNE,950803,Savings account,2019-08-03,Silver
5033,54,POPLATEK MESICNE,950803,Salary account,2019-08-03,Silver
1009,1,POPLATEK TYDNE,950801,Savings account,2019-08-01,Diamond
2577,7,POPLATEK MESICNE,950730,NRI account,2019-07-30,Silver
4948,43,POPLATEK MESICNE,950729,Savings account,2019-07-29,Silver
1803,24,POPLATEK MESICNE,950729,Salary account,2019-07-29,Silver
2957,25,POPLATEK MESICNE,950728,NRI account,2019-07-28,Silver
6985,38,POPLATEK MESICNE,950727,Savings account,2019-07-27,Silver
1252,13,POPLATEK TYDNE,950726,NRI account,2019-07-26,Diamond
3357,54,POPLATEK MESICNE,950726,NRI account,2019-07-26,Silver
2520,18,POPLATEK MESICNE,950725,Salary account,2019-07-25,Silver
